name,x,y,norm,distinct
genesis,10.812147,28.414677,24.839484696748443,232
genfit,-17.876993,-34.329887,15.231546211727817,62
gengetopt,37.51773,-40.001038,29.58039891549808,546
genrich,-45.164013,44.902866,10.04987562112089,101
geopm,-3.3447337,-10.386233,96.23408959407264,217
geopm^py-numpy,-37.034615,7.740986,2.6457513110645907,7
geos,4.486775,7.865178,32.802438933713454,191
gettext,42.13808,15.628624,94.07975340103735,939
gettext:,-30.401577,-2.062717,2.6457513110645907,7
gfsio,-2.5209708,-19.187801,24.698178070456937,155
gftl-shared,-0.8928151,-3.3522842,24.474476501040833,130
gh,-31.958023,3.8168929,2.449489742783178,6
ghostscript,-3.3585606,20.278082,23.853720883753127,224
giflib,43.237907,1.7087499,43.034869582700026,758
giflib-toolfile,10.276085,-24.06999,13.416407864998739,109
ginkgo,-1.1741925,-54.671463,203.17972339778396,340
git,41.74086,19.752094,122.35603785674003,1242
git-lfs,-1.6905193,46.288437,64.95382975621992,503
gizmo,-38.53562,1.0507714,1.7320508075688772,3
gizmo-deps,-38.534126,1.0507219,1.7320508075688772,3
glfw,-37.464607,-0.91018134,1.4142135623730951,2
glib,-12.284221,14.90466,68.42514157822401,149
glimmer,-46.00514,47.292877,10.04987562112089,101
glimpse,58.882057,-3.1826382,34.45286635390443,655
global-workflow-env,-4.511465,-28.807049,14.66287829861518,102
globalarrays,7.8146615,35.162308,194.96409925932517,528
globus-toolkit,-10.15051,-1.9668939,6.0,35
glog,-25.546412,9.522818,10.099504938362077,51
glpk,0.29480883,54.5223,13.038404810405298,170
gmake,33.602028,15.302116,59.924953066314536,924
gmake-toolfile,9.566359,-22.743767,13.416407864998739,109
gmap-gsnap,8.837035,28.34732,24.839484696748443,232
gmp,45.43181,19.621246,191.67941986556616,932
gmsh,-4.4622107,54.706287,35.58089374931439,209
gnupg,-16.864115,18.41375,64.52131430775415,292
gnuplot,35.83687,19.443346,85.38735269347563,1107
gnutls,-25.956362,3.1059105,15.132745950421556,34
go,38.243767,16.503096,76.69419795525604,971
go-bootstrap,-8.76222,20.205124,42.28474902373195,220
gobject-introspection,-16.821333,8.294671,12.24744871391589,75
googletest,-0.213278,14.887905,64.01562309311689,400
gosam-contrib,29.362497,2.792257,38.98717737923585,660
gotcha,2.1310778,-56.894337,195.54027718094295,353
gperftools,35.957092,-8.672198,39.89987468652001,674
gptune,-6.123208,-45.43497,141.65803895296588,185
grace,-26.809668,17.384499,14.491376746189438,95
grads,-7.6187887,21.33976,38.65229618017538,231
graph500,-15.979483,30.27302,11.832159566199232,70
graphviz,25.994644,59.878086,24.474476501040833,340
grib-api,-25.543121,9.525481,10.099504938362077,51
grib-util,-2.969232,-24.761707,16.792855623746664,110
grib_util,-10.121336,-22.129246,6.708203932499369,45
groff,39.756332,3.6585228,44.26059195266146,770
gromacs,1.5281303,42.554996,67.55738301621814,539
gromacs^fftw,-31.659988,-8.927973,4.69041575982343,11
grpc,36.850002,8.735477,40.36087214122113,689
gsi-env,-4.8030105,-28.296719,14.352700094407323,102
gsi-ncdiag,-16.730968,-23.794207,9.591663046625438,34
gsibec,-2.1926677,-30.17986,14.352700094407323,105
gsl,35.726845,19.40314,85.6971411425142,1163
gsl-lite,-3.0940251,-25.03885,15.620499351813308,107
gsl-toolfile,10.961711,-22.69277,13.416407864998739,109
gtest-mpi,-21.40602,4.1809497,8.888194417315589,25
gtkplus,-10.17499,19.147793,44.75488800120049,200
guile,-12.119226,-12.381272,5.916079783099616,35
gzip,-19.927374,0.01443231,9.9498743710662,32
h5bench,-3.187851,-11.924077,114.36782764396638,184
h5z-zfp,-14.004889,-26.319492,5.291502622129181,28
hadoop,24.847979,57.427532,16.1245154965971,227
hal,8.642684,28.72233,24.839484696748443,232
hcoll,-12.902458,21.56896,43.520110293977886,198
hdf,0.63284117,-0.7858048,32.341923257592455,257
hdf5,46.110928,21.695974,297.0050504621091,1426
hdf5-vol-async,-4.141075,-10.887628,83.2586331859946,174
healpix-cxx,-36.325134,2.3574233,4.0,4
hector,58.882057,-3.1826382,34.45286635390443,655
heffte,-0.7743162,-52.554256,198.28766981332953,340
help2man,-12.695638,14.4839115,74.28324171709255,154
hepmc,30.793507,-0.7112995,38.98717737923585,660
hepmc3,34.100628,-44.413887,31.240998703626616,711
hepnos,-18.98246,-4.1890006,5.830951894845301,20
hepnos-dataloader,-18.931538,-4.2318516,4.0,16
heppdt,51.136192,-6.6378164,36.359317925395686,692
herwig3,31.030657,0.4401054,38.98717737923585,660
herwig6,37.65921,-41.541866,23.280893453645632,541
highfive,60.604935,-2.1286795,34.45286635390443,655
hiop,-10.3618765,-3.9736524,14.696938456699069,76
hip,9.872301,-35.456577,92.37965143904798,278
hip-rocclr,8.539231,-34.472393,90.41017641836565,238
hipace,-12.5360775,37.39375,9.38083151964686,82
hipblas,11.051938,-33.29099,90.58145505565695,242
hipcub,11.051938,-33.29099,90.58145505565695,242
hipfft,8.539231,-34.472393,90.41017641836565,238
hipfort,-9.619304,14.251634,43.255057507764334,194
hipify-clang,-9.616351,14.253586,43.726422218150894,190
hipsolver,-13.004448,31.072985,10.099504938362077,51
hipsparse,11.051938,-33.29099,90.58145505565695,242
hisat2,5.45041,45.060215,31.016124838541646,404
hive,24.48324,57.907806,16.1245154965971,227
hls,55.950134,-0.6962235,34.45286635390443,655
hmmer,-26.150707,10.331898,14.317821063276353,145
homer,-43.39288,46.895046,10.04987562112089,101
hp2p,-0.26351884,55.135395,13.038404810405298,170
hpcg,-10.422507,32.0155,11.916375287812984,70
hpctoolkit,-3.2987554,-55.836796,189.87364219396014,352
hpcviewer,-12.916905,21.57236,43.05810028322197,200
hpgmg,-16.709257,29.476732,11.832159566199232,70
hpl,-0.7017313,58.775787,20.024984394500787,250
hpx,0.73465663,-54.162785,194.37592443510076,359
hsa-rocr-dev,12.209717,-31.581621,90.24411338142782,230
hsakmt-roct,7.479703,-30.016397,89.98888820293314,218
htop,-16.78437,17.776274,67.23094525588644,343
htslib,-0.8782349,57.081295,16.46207763315433,256
hwloc,40.541527,18.221022,92.27133899537819,1045
hydjet,59.76019,0.08065241,34.45286635390443,655
hydjet2,59.16733,-0.264278,34.45286635390443,655
hydrogen,-36.866673,-5.824535,2.449489742783178,3
hyperfine,-26.810633,17.38435,14.491376746189438,95
hypre,5.1415777,37.726334,210.76052761368766,656
hypre-cmake,-29.046143,-5.671029,7.0,7
i7z,-2.096741,52.198845,15.620499351813308,172
icet,-32.929928,-1.1924543,2.23606797749979,5
icu4c,-0.44333977,14.160065,39.16631205513228,257
igprof,34.751724,-2.51006,41.24318125460256,693
igv,-46.00514,47.292877,10.04987562112089,101
imagemagick,3.4344468,-9.35592,61.66846844214635,317
infernal,-42.7073,44.502804,10.04987562112089,101
intel,4.78004,44.08931,30.59411708155671,365
intel-mkl,4.2711596,42.261696,53.55371135598354,487
intel-mpi,-4.4618278,52.153946,31.591137997862628,288
intel-oneapi-compilers,-1.436938,22.81537,53.46026561849464,452
intel-oneapi-compilers-classic,3.6315994,10.3245945,12.328828005937952,118
intel-oneapi-mkl,6.527242,32.186584,41.96427051671457,365
intel-oneapi-mpi,6.3315835,32.227104,40.11234224026316,377
intel-oneapi-tbb,7.639889,31.6213,37.82856063875548,279
intel-parallel-studio,-18.95165,-26.688066,17.233687939614086,61
intel-tbb,29.557428,17.635733,52.55473337388365,985
intel-vtune,60.604935,-2.1286795,34.45286635390443,655
interproscan,-42.7073,44.502804,10.04987562112089,101
ior,-7.706566,-6.4062915,12.922847983320086,62
ip,-0.6581549,0.684767,40.64480286580315,180
ip2,-2.213163,-19.04798,31.73326330524486,159
ipopt,-30.97693,-12.950863,7.681145747868608,22
iq-tree,-0.8782349,57.081295,16.46207763315433,256
iqtree2,-42.7073,44.502804,10.04987562112089,101
irt,-28.621847,-39.82915,8.18535277187245,67
isl,28.962421,0.32426277,38.98717737923585,660
ispc,-4.6435823,21.680666,18.867962264113206,163
ittnotify,59.553104,-1.2407613,34.45286635390443,655
iwyu,-24.133144,-0.0074683023,5.916079783099616,18
jana2,-29.23022,-38.044033,12.165525060596439,76
jansson,-25.300772,-2.5014513,5.916079783099616,9
jasper,-2.5424306,20.061909,50.039984012787215,477
java,-43.669437,-11.710091,6.0,35
jedi-base-env,-13.92296,-24.255394,12.569805089976535,62
jedi-cmake,-2.1736324,-24.874151,21.42428528562855,118
jedi-ewok-env,-1.6895733,-30.655066,17.05872210923198,113
jedi-fv3-bundle-env,-41.89523,-2.2977703,3.0,6
jedi-fv3-env,-1.3588845,-30.84746,18.411952639521967,113
jedi-mpas-env,-13.97337,-24.155825,14.696938456699069,66
jedi-tools-env,-4.506301,-29.999866,11.135528725660043,101
jedi-ufs-bundle-env,-41.895306,-2.2963703,3.0,6
jedi-ufs-env,-1.3588845,-30.84746,18.411952639521967,113
jedi-um-bundle-env,-37.02651,1.6072686,2.0,3
jedi-um-env,-1.1686329,-30.366213,16.97056274847714,113
jellyfish,5.455388,46.32274,30.93541659651604,405
jemalloc,29.602499,-10.813106,39.761790704142086,671
jemalloc-debug,58.882057,-3.1826382,34.45286635390443,655
jimmy,37.65921,-41.541866,23.280893453645632,541
jpeg,-41.281334,-22.561268,18.33030277982336,144
jq,-10.802275,20.43595,42.69660408041839,248
json-c,6.361767,9.743439,70.07852738178792,235
json-fortran,-26.07351,-11.306859,4.898979485566356,9
jsoncpp,-40.759003,-22.47576,8.246211251235321,52
juggler,-17.640589,-33.077938,12.806248474865697,44
julia,1.2697932,43.432518,62.289646009589745,522
kahip,10.00904,28.632215,24.839484696748443,232
kalign,-43.39288,46.895046,10.04987562112089,101
kallisto,13.440949,30.800613,28.053520278211074,314
kassiopeia,-18.14833,-32.3111,10.63014581273465,43
key4hep-stack,-35.26441,-1.6981375,1.4142135623730951,1
kmergenie,-43.39288,46.895046,10.04987562112089,101
knem,-10.024086,19.218391,41.98809355043403,194
kokkos,4.0457597,-54.077793,208.12736485142938,389
kokkos-kernels,3.1522214,-54.112026,203.46744211298278,363
kraken,-42.7073,44.502804,10.04987562112089,101
kraken2,-43.39288,46.895046,10.04987562112089,101
krakenuniq,-43.39288,46.895046,10.04987562112089,101
kratos,-38.039345,-2.4047687,1.7320508075688772,3
krb5,31.828058,18.358065,53.25410782277739,1023
ktjet,58.882057,-3.1826382,34.45286635390443,655
lammps,6.1817064,39.103603,158.0221503460828,633
landsfcutil,-4.905836,-19.87064,18.867962264113206,124
lapack,-39.58675,-11.115801,4.123105625617661,17
lapack:,-36.812344,13.128099,8.94427190999916,38
lapackpp,-12.228175,37.86614,18.411952639521967,134
last,-46.00514,47.292877,10.04987562112089,101
latte,-16.01882,31.311323,11.832159566199232,70
lbann,-32.127583,9.629522,28.722813232690143,23
lcio,-17.218586,-32.909595,12.806248474865697,44
lcov,31.977247,7.3632684,40.80441152620633,677
legion,-0.5327148,-51.42978,192.77966697761462,338
leveldb,-25.876804,8.733891,12.24744871391589,73
lhapdf,26.619892,3.875927,38.98717737923585,660
libaec,-10.08621,-1.6961908,17.029386365926403,86
libaio,58.92829,1.101433,34.45286635390443,655
libarchive,32.816677,24.15372,42.579337712087536,848
libbsd,-13.591926,12.92988,80.1311425102625,252
libc,58.882057,-3.1826382,34.45286635390443,655
libcircle,-40.422245,1.9307963,3.0,3
libdeflate,3.0918646,10.327217,12.328828005937952,118
libdistributed,-30.070032,-6.1326675,2.0,4
libdwarf,-16.748604,10.057068,25.298221281347036,118
libedit,40.870056,9.940934,38.691084244306204,690
libelf,-16.308483,8.493911,12.24744871391589,75
libevent,36.956062,16.283558,59.177698502053964,841
libfabric,-3.4322562,46.460087,213.6469049623701,628
libffi,36.3936,2.4588115,44.27188724235731,765
libfuse,2.3894536,8.095344,23.065125189341593,155
libgcrypt,-17.239334,7.2309923,12.489995996796797,78
libgd,-1.2541093,54.5505,13.038404810405298,170
libgeotiff,2.0347855,12.196518,13.711309200802088,133
libgit2,58.882057,-3.1826382,34.45286635390443,655
libgpg-error,-16.42526,8.527042,12.24744871391589,75
libiberty,-15.633246,8.456108,14.352700094407323,85
libice,57.138103,-2.4658763,34.45286635390443,655
libiconv,41.437626,13.793438,91.40021881811882,898
libint,-8.711624,25.312683,24.899799195977465,138
libjpeg,-9.979284,-25.371593,14.212670403551895,121
libjpeg-turbo,40.086517,10.311345,53.80520420925842,836
libjpeg-turbo-toolfile,10.534846,-21.752552,13.416407864998739,109
libmd,-24.991257,-6.9041214,26.076809620810597,72
libmeshb,-22.955044,-14.127099,12.449899597988733,22
libnl,-23.225636,-3.9478185,6.4031242374328485,16
libnrm,-6.4689474,-45.01019,171.49052451957806,226
libogg,-39.601765,-22.44044,5.291502622129181,28
libpciaccess,41.51658,16.557291,85.0235261559999,896
libpmemobj-cpp,-7.7527494,-6.4140697,12.68857754044952,60
libpng,36.893715,15.214998,73.41661937191061,1010
libpng-toolfile,10.961711,-22.69277,13.416407864998739,109
libpressio,-5.425537,-10.997629,51.75905717843013,194
libpressio-adios2,-46.937687,-0.0022692648,2.0,4
libpressio-opt,-35.035564,-1.6398511,1.0,1
libpressio-tools,-32.9879,6.242563,7.0710678118654755,21
libpressio-tthresh,-33.71037,6.1103096,4.47213595499958,13
libquo,0.94075733,-55.49742,196.68248523953525,341
libristra,-41.698658,5.020406,2.449489742783178,6
libsharp,-24.77749,-25.47108,4.898979485566356,24
libsigsegv,-13.216754,13.524725,79.09487973314076,201
libsm,58.05386,-1.2923661,34.45286635390443,655
libsodium,58.393444,-4.981427,34.45286635390443,655
libssh2,59.553104,-1.2407613,34.45286635390443,655
libszip,-16.771284,24.933155,35.90264614203248,197
libtiff,32.760357,7.473963,45.077710678338576,769
libtiff-toolfile,10.004353,-22.004757,13.416407864998739,109
libtirpc,-4.495764,23.310495,18.027756377319946,250
libtomlc99,-22.957888,-14.11258,11.313708498984761,20
libtool,40.99352,19.476805,113.65737987477979,1138
libtree,3.8870757,11.543647,15.297058540778355,121
libungif,56.561363,-1.5524484,34.45286635390443,655
libunwind,46.36134,20.414173,280.95551249263644,1021
libuuid,-16.961094,-5.4441814,14.2828568570857,50
libx11,43.009216,1.2641938,37.027017163147235,734
libxau,43.39794,-50.393494,25.39685019840059,644
libxaw,3.5226321,10.818192,12.328828005937952,118
libxc,-2.0495255,49.05771,28.442925306655784,282
libxcb,2.988563,10.949239,12.328828005937952,118
libxcrypt,-12.4136715,-24.911934,7.483314773547883,46
libxext,58.05386,-1.2923661,34.45286635390443,655
libxft,58.882057,-3.1826382,34.45286635390443,655
libxml2,41.40571,13.792116,94.76286192385707,970
libxml2-toolfile,11.005213,-23.890926,13.416407864998739,109
libxp,25.703903,58.161674,16.1245154965971,227
libxpm,66.89482,41.195786,34.55430508634199,658
libxrandr,43.39794,-50.393494,25.39685019840059,644
libxrender,43.39794,-50.393494,25.39685019840059,644
libxslt,32.67339,11.356896,36.565010597564445,697
libxsmm,-8.647493,24.396416,40.11234224026316,192
libyaml,-1.8669055,-2.7645974,26.038433132583073,89
libz,-10.64223,-22.082664,6.708203932499369,45
libzmq,37.107193,16.433367,71.02816342831905,893
likwid,-6.531855,17.861174,18.867962264113206,94
llvm,38.807915,19.552471,117.10678887237921,994
llvm-amdgpu,12.301018,-31.525188,90.52071586106685,238
llvm-doe,-12.430288,32.348186,10.04987562112089,71
llvm-openmp,-20.24399,-30.948675,8.246211251235321,39
lmdb,-23.483023,-3.1800134,7.211102550927978,33
lmod,-3.8928382,52.055866,33.24154027718932,315
log4cplus,56.520927,-4.392148,34.45286635390443,655
log4cxx,-17.0709,-33.731407,14.352700094407323,72
loki,-2.0900884,-52.176136,180.42449944505873,326
lsf,-8.123821,19.453886,37.389838191679836,169
lua,-19.45954,-12.999748,21.071307505705477,74
lua-sol2,-27.866983,-0.6152265,5.916079783099616,21
lulesh,-16.944126,32.382084,11.832159566199232,70
lustre,2.47425,8.268604,16.76305461424021,136
lvarray,-32.13236,9.630614,28.61817604250837,21
lwtnn,60.81805,-3.2799466,34.45286635390443,655
lz4,40.50824,15.514996,87.41281370600079,900
lzma,-39.601765,-22.44044,5.291502622129181,28
lzo,-19.927647,0.01457721,9.9498743710662,32
m4,40.620193,20.321537,127.1416532848303,1193
macsio,-17.359459,29.76515,11.832159566199232,70
madgraph5amc,29.323784,-5.915703,38.98717737923585,660
madis,-16.508461,-23.817448,6.244997998398398,39
madx,-29.173384,-38.049,11.61895003862225,69
mafft,0.535797,53.808098,13.038404810405298,170
magma,7.6655765,34.782276,181.0524785801067,524
makedepend,-10.132438,19.31023,44.8998886412873,216
mapl,-1.5548435,-28.921824,22.045407685048602,112
masa,-12.074845,-29.472528,14.45683229480096,40
mash,-45.164013,44.902866,10.04987562112089,101
masurca,12.770522,30.781206,27.459060435491963,314
matio,-26.791082,-9.042171,3.4641016151377544,10
matlab,-33.277073,2.077478,2.0,4
maven,-8.555882,24.7193,39.07684736515984,213
mc,-26.809668,17.384499,14.491376746189438,95
mcfm,61.342876,-0.38210368,34.45286635390443,655
mcl,-43.39288,46.895046,10.04987562112089,101
mcpp,-49.22829,-7.816962,9.643650760992955,30
mctester,55.296623,-3.042745,34.45286635390443,655
md5,56.489826,-6.9441323,34.45286635390443,655
megahit,-45.164013,44.902866,10.04987562112089,101
meme,-20.256527,33.636997,15.524174696260024,168
memkind,-6.936874,-4.5778694,16.217274740226856,107
memsurfer,-19.443169,-8.128274,15.652475842498529,53
mercurial,-1.7202998,46.283794,67.5721836261046,438
mercury,4.003056,-56.182747,201.47456415140846,420
mesa,45.401997,19.577547,199.80990966416056,1032
mesa-demos,-18.575403,-31.273594,6.164414002968976,38
mesa-glu,26.056751,-2.5951345,38.98717737923585,660
mesa18,-14.31255,15.924551,132.90974381135493,324
meschach,60.803265,0.72822076,34.45286635390443,655
meson,3.4767709,13.325213,20.29778313018444,209
met,-3.7099233,-27.462894,16.1245154965971,104
metabat,-46.00514,47.292877,10.04987562112089,101
metaeuk,-43.39288,46.895046,10.04987562112089,101
metall,-1.1766174,-52.908787,190.35755829490984,332
metis,-0.7137825,40.05408,61.40032573203501,531
metplus,-3.7099233,-27.462894,16.1245154965971,104
mfem,0.8110613,-52.22055,202.85709255532575,382
micromamba,-32.773155,-22.033705,4.58257569495584,21
millepede,58.23299,-6.709544,34.45286635390443,655
minced,-43.39288,46.895046,10.04987562112089,101
miniamr,-18.270592,30.779959,11.832159566199232,70
miniasm,12.582626,31.643867,28.5657137141714,314
miniconda2,-33.3408,-19.487297,8.06225774829855,41
miniconda3,1.4551784,9.573783,20.493901531919196,186
minife,-15.410996,31.323824,11.832159566199232,70
minighost,-14.789776,32.315983,11.832159566199232,70
minimap2,13.389501,31.599428,28.5657137141714,314
minimd,-17.86053,30.235336,11.832159566199232,70
miniocli,-32.8846,-0.21640417,3.4641016151377544,4
minismac2d,-17.600464,31.011482,11.832159566199232,70
minitri,-14.911199,30.482533,11.832159566199232,70
minivite,-14.710743,31.74945,11.832159566199232,70
minixyce,-17.178242,30.52418,11.832159566199232,70
miopen-hip,7.479703,-30.016397,89.98888820293314,218
miopengemm,-9.440806,6.238935,79.13279977354523,181
mirdeep2,-46.00514,47.292877,10.04987562112089,101
mmseqs2,-43.39288,46.895046,10.04987562112089,101
mochi-abt-io,-15.546115,-6.9818974,16.822603841260722,57
mochi-bake,-30.975962,-21.479465,5.477225575051661,23
mochi-bedrock,-14.425725,-3.9395473,17.549928774784245,72
mochi-ch-placement,-27.24229,-4.0070176,4.69041575982343,19
mochi-colza,-14.551001,-7.3441687,12.489995996796797,48
mochi-margo,-8.645523,-7.852213,25.84569596664017,114
mochi-mona,-16.304451,-9.136342,14.594519519326424,51
mochi-poesie,-30.175474,-5.724686,2.0,4
mochi-remi,-27.444473,-2.590297,6.244997998398398,29
mochi-sdskv,-31.60528,-20.688017,4.0,16
mochi-sonata,-15.236565,-5.449278,7.745966692414834,37
mochi-ssg,-14.455557,-4.4806185,10.344080432788601,58
mochi-symbiomon,-25.301975,-2.5102253,9.273618495495704,15
mochi-thallium,-13.978672,-7.981907,27.184554438136374,122
mochi-yokan,-14.944563,-5.0153313,8.12403840463596,45
mono,-29.881939,15.385836,11.575836902790225,67
mothur,-43.39288,46.895046,10.04987562112089,101
motif,24.993229,58.380085,16.1245154965971,227
motioncor2,-41.67887,0.36899495,2.23606797749979,5
mpark-variant,-1.2089403,-52.849163,192.61100695443133,332
mpas-model,-19.948076,28.618277,9.591663046625438,43
mpc,28.195747,-8.289932,39.824615503479755,663
mpfr,23.542404,10.293874,41.255302689472536,722
mpi,-5.229007,20.119595,39.84971769034255,321
mpi-cpp,-21.405844,4.1806493,8.888194417315589,25
mpi-serial,-34.792786,-0.52430165,1.0,1
mpich,7.261909,35.67377,211.65538027652403,732
mpifileutils,-5.120928,-54.51663,187.24048707477772,326
mpilander,-19.742756,-26.722193,15.491933384829668,44
mpip,-12.986466,21.614864,45.69463863518345,205
mpt,-19.742756,-26.722193,15.491933384829668,44
mrnet,-25.544024,9.525609,10.099504938362077,51
mummer,-0.8782349,57.081295,16.46207763315433,256
mummer4,-43.39288,46.895046,10.04987562112089,101
mumps,5.131937,44.98787,30.479501308256342,339
muparser,-19.443169,-8.128274,15.652475842498529,53
muscle,-2.7181594,52.62094,18.57417562100671,258
music,-31.823494,-19.396997,3.605551275463989,8
mvapich2,5.143454,41.644444,66.16645675869307,541
mvapich2-gdr,-12.594351,29.637423,8.12403840463596,58
mxnet-predict,56.92185,-3.473498,34.45286635390443,655
mypkg,-36.822052,4.9773803,2.8284271247461903,2
nalu-wind,-29.544983,5.898663,25.475478405713993,57
namd,1.2316443,56.709114,16.3707055437449,181
nano,10.331226,35.579372,73.55270219373317,550
nanoflann,-32.359715,-15.395601,5.196152422706632,10
nasm,40.41122,9.992174,48.908077042549934,727
ncarcompilers,3.1075945,9.559005,14.212670403551895,122
ncbi-rmblastn,-46.00514,47.292877,10.04987562112089,101
ncbi-toolkit,-46.00514,47.292877,10.04987562112089,101
ncbi-vdb,-46.00514,47.292877,10.04987562112089,101
nccl,-2.936395,23.515331,42.1070065428546,393
nccmp,-3.9200861,12.838414,161.44348856488452,451
ncdu,26.787273,57.85943,17.11724276862369,256
nceplibs-bundle,-41.560947,-2.1613147,2.23606797749979,5
nceplibs-bundle-env,-35.724598,-1.505301,1.0,1
nceplibs-env,-4.3064194,-28.3489,14.352700094407323,102
nceppost,-10.268684,-22.317837,6.708203932499369,45
ncio,-3.5694444,-27.446394,16.97056274847714,104
ncl,-5.05739,26.057245,35.09985754956849,292
nco,-2.4309075,12.959455,165.731710906513,529
ncurses,46.160236,20.238825,217.09905573263094,1116
ncview,-5.0312514,26.119022,37.20215047547655,425
nek5000,-15.610545,30.74324,11.832159566199232,70
nekbone,-15.960968,29.539925,11.832159566199232,70
nektar,-38.741844,12.209795,5.656854249492381,17
nemsio,-1.9533777,-18.862066,35.58089374931439,165
nemsiogfs,-4.9047046,-19.871655,18.867962264113206,124
neovim,-12.449888,-13.341972,6.557438524302,42
neso,-34.553017,0.1287616,1.0,1
netcdf,-0.6288519,10.576562,36.823905279043935,204
netcdf-c,2.4720488,41.284634,124.2095004417939,763
netcdf-cxx,-2.2821534,22.047495,37.881393849751625,400
netcdf-cxx4,-1.0779068,14.332846,56.4889369699944,392
netcdf-fortran,1.9899396,42.14975,86.78133439859057,631
netlib-lapack,-11.630144,18.786942,54.48853090330111,276
netlib-scalapack,5.950444,38.358738,196.48409604850974,611
neuron,-1.2541093,54.5505,13.038404810405298,170
nextflow,-21.206825,30.26879,16.673332000533065,180
nfft,-0.27954525,53.746094,13.038404810405298,170
ngmlr,10.444751,28.073244,24.839484696748443,232
ngstools,11.031368,29.67385,26.19160170741759,234
ninja,41.600044,20.391743,157.13051899615172,1095
nlohmann-json,36.67398,-8.372069,52.57375771237966,849
nlohmann-json-schema-validator,-0.7021229,-3.3676813,25.67099530598687,129
nlopt,10.978429,28.810488,24.839484696748443,232
node-js,7.6470428,47.406006,23.2163735324878,337
npdet,-17.640589,-33.077938,12.806248474865697,44
npm,0.7023934,52.699112,13.856406460551018,181
npsim,-27.581835,-40.904156,8.18535277187245,67
nrm,-5.1990566,-46.711575,170.95905942651885,223
nrm^python,-37.034615,7.740986,2.6457513110645907,7
numactl,41.063946,16.93404,98.59513172565875,979
nut,-16.854912,31.86989,11.832159566199232,70
nvhpc,8.415802,35.10805,141.07799261401476,498
nwchem,1.1266679,23.557632,31.0322412983658,323
ocl-icd,-29.05098,-19.089586,3.0,9
octave,1.4884082,42.599304,67.86751800382861,559
octopus,-15.621445,32.378822,11.832159566199232,70
odc,-0.8811104,-3.585985,18.411952639521967,125
omega-h,-5.005873,-54.530247,182.6636252788168,323
oneapi-level-zero,-40.31431,7.9474463,3.1622776601683795,9
onnx-runtime,54.370674,-11.527688,21.02379604162864,362
opari2,-18.761448,9.568345,15.874507866387544,117
openbabel,5.948468,45.8865,28.053520278211074,329
openblas,44.77151,22.058376,214.81154531356083,1336
opencascade,-17.443102,-35.49677,17.291616465790582,94
opencl-clhpp,-28.498611,-19.565685,4.358898943540674,13
opencl-headers,-28.498611,-19.565685,4.358898943540674,13
opencv,34.76206,28.533157,44.721359549995796,877
openfast,-29.524492,5.8523026,18.867962264113206,33
openfoam,3.0746233,46.938034,30.380915061926625,357
openfoam-org,-2.0243547,52.18942,15.684387141358123,172
opengl,-9.453758,-6.546517,6.6332495807108,44
openjdk,33.226753,17.292774,59.90826320300064,1080
openjpeg,-16.854893,9.46361,20.445048300260872,81
openldap,25.445543,-1.9764166,38.98717737923585,660
openloops,36.340595,8.74907,40.36087214122113,689
openloops-process,36.358288,9.044731,40.36087214122113,689
openloops-toolfile,12.439185,-21.430548,10.44030650891055,109
openmm,-12.359971,31.586742,12.24744871391589,74
openmpi,44.537113,21.762556,198.91958174096385,1312
openpbs,3.1055315,11.01844,12.328828005937952,118
openpmd-api,2.6336231,-54.78827,191.86453554526432,348
openspeedshop,-16.316225,8.006648,12.24744871391589,75
openssh,39.20903,16.725245,84.29116205154607,1016
openssl,42.776855,21.995047,127.03542812932147,1282
openssl-toolfile,11.005213,-23.890926,13.416407864998739,109
openturns,-13.822975,15.782396,50.47771785649585,182
optional-lite,-21.40571,4.1808286,8.888194417315589,25
oracle-instant-client,23.48427,2.0492685,38.98717737923585,660
oracleocci-abi-hack-cms,36.754074,9.404518,40.36087214122113,689
oracleocci-abi-hack-cms-toolfile,12.439185,-21.430548,10.44030650891055,109
orthofinder,-43.39288,46.895046,10.04987562112089,101
orthomcl,-43.39288,46.895046,10.04987562112089,101
osg-ca-certs,-27.319931,-39.577457,8.18535277187245,67
osmesa,-39.601738,-22.440363,5.291502622129181,28
osu-micro-benchmarks,3.3455718,55.742508,23.173260452512935,220
otf2,-18.761513,9.568202,15.874507866387544,117
package1,-35.274235,-4.411483,3.4641016151377544,4
package2,-35.276276,-4.4086637,3.4641016151377544,4
pacparser,36.754074,9.404518,40.36087214122113,689
pacparser-toolfile,11.6324005,-20.825687,10.44030650891055,109
paml,10.301821,29.968964,26.19160170741759,234
pango,-20.125319,-12.716241,5.656854249492381,32
papi,4.8837013,-55.07328,208.83246873989685,389
papyrus,-1.3278865,-54.478226,194.66381276446836,335
paraconf,-39.58675,-11.118433,4.123105625617661,17
parallel,-0.63048685,40.13647,44.23799272118933,487
parallel-io,-12.980231,21.61074,45.67274898667694,204
parallel-netcdf,-3.0501492,12.671527,215.14878572745886,528
parallelio,-9.409566,17.970514,55.96427431853289,328
paraview,5.2803383,39.769764,138.59292911256333,578
parflow,-24.761032,-11.891311,16.3707055437449,26
parmetis,-0.97845244,39.84123,64.35060217278468,569
parsec,-1.6769452,-52.531376,186.60921735005482,332
patch,-20.659672,0.29332626,18.110770276274835,58
patchelf,-9.9675255,20.158545,46.14108798023731,227
